,Unnamed: 0,Application_Name,Total_Volume_Mn,Total_Value_Cr
605,22,Fampay PPI,4.88,64.75
606,23,Fave,0.05,2.83
607,24,Federal Bank Apps,4.11,553.97
608,25,Fino Payments bank Apps,0.1,6.61
609,26,Google Pay,2541.14,409714.75
610,27,Groww,0.05,36.46
611,28,HDFC Bank Apps,10.66,2758.45
612,29,HSBC Bank Apps,0.12,72.58
613,30,ICICI Bank Apps,44.07,14750.8
614,31,IDBI Bank Apps,0.06,24.78
615,32,IDFC Bank Apps,10.47,903.37
616,33,India Post Payments Bank Apps,4.66,589.14
617,34,Indian Bank Apps,0.23,67.2
618,35,Indian Overseas Bank Apps,0.01,2.48
619,36,IndusInd Bank Apps,1.2,1224.13
620,37,Janata Sahakari Bank Apps,0.01,3.99
621,38,Jio Payments Bank Apps,1.31,96.23
622,39,Jupiter,2.16,275.52
623,40,Karnataka Bank Apps,0.4,74.82
624,41,Karur Vysya Bank Apps,0.04,16.23
625,42,Kotak Mahindra Bank Apps,10.93,2304.9
626,43,MakeMyTrip,0.02,7.69
627,44,Mobikwik,3.46,762.67
628,45,NSDL Payments Bank Apps,0.02,2.7
629,46,Paytm Payments Bank App,1081.47,128805.91
630,47,PhonePe,3418.75,591327.61
631,48,Punjab National Bank Apps,0.16,60.47
632,49,Punjab Sind Bank Apps,0.03,8.97
633,50,RBL Bank Apps,1.18,270.81
634,51,Samsung Pay,5.07,506.82
635,52,Slash,0.01,0.28
636,53,slice,0.51,206.66
637,54,South Indian Bank Apps,0.2,58.1
638,55,Standard Chartered Bank Apps,0.55,92.57
639,56,State Bank of India Apps,4.07,1876.46
640,57,Tamilnad Mercantile Bank Apps,0.07,10.48
641,58,TataNeu,0.14,17.17
642,59,TJSB Bank Apps,0.01,2.25
643,60,UCO Bank Apps,0.26,78.38
644,61,Ultracash,0.02,0.27
645,62,Union Bank Apps,1.11,313.3
646,63,Utkarsh Small Finance Bank Apps,0.02,7.1
647,64,WhatsApp,9.25,769.29
648,65,Yes Bank Apps,43.58,14902.42
649,66,Others,0.02,4.07
650,0,Airtel Payments Bank Apps,9.44,775.19
651,1,Allahabad Bank Apps,0.03,9.33
652,2,Amazon Pay,56.42,6060.5
653,3,AU Small Finance Bank Apps,0.54,161.99
654,4,Axis Bank Apps,59.99,1555.84
655,5,Bajaj Finserv,4.12,472.71
656,6,Bank of Baroda Apps,1.23,466.23
657,7,Bank of India Apps,0.2,59.97
658,8,Bank of Maharashtra Apps,0.07,20.1
659,9,BHIM,25.49,8523.17
660,10,Canara Bank Apps,0.81,219.07
661,11,Central Bank of India Apps,0.3,71.66
662,12,Citi Bank Apps,0.09,66.83
663,13,City Union Bank Apps,0.04,12.85
664,14,Cointab,0.03,11.67
665,15,Cred,21.28,20259.7
666,16,DBS Digibank Apps,0.43,179.26
667,17,Deutsche Bank Apps,1.26,111.93
668,18,Dhanlaxmi Bank Apps,0.01,3.21
669,19,Equitas Small Finance Bank Apps,0.02,8.28
670,20,Fampay PPI,4.06,56.79
671,21,Fave,0.04,2.53
672,22,Federal Bank Apps,4.19,574.92
673,23,Fino Payments bank Apps,0.09,6.46
674,24,GoIbibo,0.01,1.84
675,25,Google Pay,2496.42,420978.38
676,26,HDFC Bank Apps,11.96,2997.29
677,27,HSBC Bank Apps,0.14,77.8
678,28,ICICI Bank Apps,41.61,14529.52
679,29,IDBI Bank Apps,0.06,25.92
680,30,IDFC Bank Apps,9.98,888.45
681,31,India Post Payments Bank Apps,4.7,630.43
682,32,Indian Bank Apps,0.23,68.97
683,33,Indian Overseas Bank Apps,0.01,4.72
684,34,IndusInd Bank Apps,1.15,1516.68
685,35,Janata Sahakari Bank Apps,0.01,4.8
686,36,Jio Payments Bank Apps,1.38,98.87
687,37,Jupiter,2.18,280.43
688,38,Karnataka Bank Apps,0.43,76.62
689,39,Karur Vysya Bank Apps,0.04,17.62
690,40,Kotak Mahindra Bank Apps,11.46,2426.65
691,41,MakeMyTrip,0.07,31.85
692,42,Mobikwik,3.28,708.12
693,43,NSDL Payments Bank Apps,0.02,3.13
694,44,Paytm Payments Bank App,1109.6,133620.54
695,45,PhonePe,3452.87,593759.02
696,46,Punjab National Bank Apps,0.15,62.77
697,47,Punjab Sind Bank Apps,0.02,8.05
698,48,RBL Bank Apps,1.08,245.16
699,49,Samsung Pay,5.09,554.33
700,50,South Indian Bank Apps,0.19,58.2
701,51,Standard Chartered Bank Apps,0.22,88.92
702,52,State Bank of India Apps,4.1,1936.72
703,53,Tamilnad Mercantile Bank Apps,0.06,9.81
704,54,TataNeu,0.14,18.3
705,55,TJSB Bank Apps,0.01,1.86
706,56,UCO Bank Apps,0.28,80.38
707,57,Ultracash,0.02,0.24
708,58,Union Bank Apps,0.82,290.75
709,59,Utkarsh Small Finance Bank Apps,0.02,6.31
710,60,WhatsApp,8.38,708.56
711,61,Yes Bank Apps,55.94,16070.88
712,62,Others,0.02,5.87
