Data for the day,PAYMENT TRANSACTIONS,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,CASH WITHDRAWAL,Unnamed: 22,Unnamed: 23,Unnamed: 24
2022-06-14 00:00:00,7.98513,459557.594976655,140.51599,100024.976376611,1.4,37.88999999999999,1986.69,34441.89,152.39,15058.67,66.28,5187.46,12.22,2066.55,87.53,135.29,31.68,613.04,27.47,26287.97,111.09,4627.98,39.18,1041.11
2022-06-15 00:00:00,8.07371,570644.4844355361,140.89726,104194.709422702,1.3900000000000001,37.43,2040.5,35105.4,155.3,15229.09,71.12,2578.03,97.2,7822.03,87.57,140.16,30.82,651.82,26.84,25478.72,114.38,4739.98,38.17,1027.26
2022-06-16 00:00:00,7.57028,442731.019529837,126.82098,97497.337624766,1.33,35.7,2017.36,34093.76,149.13,14650.7,114.33,5661.35,12.73,1758.18,90.32,143.33,30.46,630.88,24.25,24112.89,108.15,4416.62,38.57,1032.21
2022-06-17 00:00:00,7.65575,515252.315459381,127.98999,107130.173938479,1.43,38.17,1962.92,32304.39,144.8,13587.49,78.48,3328.29,9.71,1627.05,92.97,145.55,29.85,586.98,22.78,24404.28,104.09,4160.18,36.18,965.49
2022-06-18 00:00:00,6.10079,159214.19640573,101.03386,58575.558404473,1.25,33.55,1818.97,29385.68,141.94,12725.65,86.06,4193.389999999999,17.23,2038.05,96.81,147.71,26.71,491.65,20.91,20289.86,108.75,4332.08,31.96,868.72
2022-06-19 00:00:00,0.52089,4025.121727367,40.11012,7859.128375385,1.2,29.2,1670.82,22291.5,123.07,8115.8,0.99,128.79999999999998,3.86,186.79,97.49,146.75,21.31,289.61,h,h,103.91,3656.97,25.8,644.93
2022-06-20 00:00:00,8.20827,522810.484494491,140.19574,100586.08558648001,1.3900000000000001,36.46,1878.08,34282.55,151.34,15329.19,38.32,1905.08,34.01,3790.16,86.68,132.26,30.04,654.03,24.91,22964.56,106.08,4227.75,34.17,917.44
2022-06-21 00:00:00,7.71272,474429.59476296906,126.72772,99106.33045161,1.54,41.2,1904.54,32914.38,147.62,14626.81,68.4,2984.51,35.75,2460.5,85.83,135.03,28.16,559.42,24.4,25132.01,101.32,4002.99,37.25,984.01
2022-06-22 00:00:00,7.42116,449794.317994825,134.02148,87381.671176459,1.48,38.65,1885.5,31969.65,146.12,14450.03,92.36,5771.370000000001,21.53,2188.08,88.42,139.62,27.02,532.42,22.78,22924.2,102.23,3997.52,35.86,931.81
2022-06-23 00:00:00,7.38201,448681.188195653,121.46783,91019.636293575,1.46,37.98,1854.26,30994.9,143.75,14031.51,68.00999999999999,2987.38,12.92,1440.2,90.15,142.3,26.46,510.78,21.65,22671.32,97.99,3796.84,33.93,883.51
2022-06-24 00:00:00,8.10643,544072.7060490809,129.56091,124373.73103903301,1.5,39.26,1904.89,31022.28,144.14,14285.16,74.88,4471.52,10.11,1613,91.22,144.58,25.29,493.93,21.83,23506.71,99.19,3847.37,34.12,891.64
2022-06-25 00:00:00,1.60834,14682.395097966,59.9252,16977.536220007998,1.51,40.169999999999995,1898.02,29437.83,140.62,12126.29,85.16,1589.1,10.28,1303.74,96.53,149.8,24.23,411.29,h,h,103.73,4067.14,32.85,866.53
2022-06-26 00:00:00,0.48926,3961.084273894,39.88378,7218.982735686,1.44,34.480000000000004,1865.08,23014.68,124.01,8081.65,0.48,79.97000000000001,3.96,212.42,97.97,148.36,20.56,265.83,h,h,94.88,3293.89,26.87,647.78
2022-06-27 00:00:00,10.17144,625024.521338862,138.07229,128262.783373143,1.68,42.800000000000004,1908.78,33292.2,150.9,15403.64,120.47999999999999,7488.34,22.84,2423.87,87.92,135.61,26.76,568.8,35.39,33712.14,101.94,4035.24,35.18,932.63
2022-06-28 00:00:00,8.39763,645924.5419169811,154.84259,124159.435211918,1.54,40.14,1865.29,31372.09,146.33,15111.26,94.55,11977.75,57.9,3126.97,85.82,138.45,25.8,511.92,27.57,27737.77,97.96,3874.91,34.06,1006.06
2022-06-29 00:00:00,8.22476,739581.9953113049,159.73654,116911.324294979,1.5,40.17,1850.76,32020.73,144.39,15357.31,117.41,7398.01,9.86,1516.16,85.03,140.54,23.72,484.39,23.09,25428.73,100.64,4004.42,32.58,1035.09
2022-06-30 00:00:00,8.4974,959194.934654993,275.72795,228989.678633027,1.57,42.910000000000004,1798.81,37246.08,152.48,18838.33,90.98,8203.43,11.16,1959.34,85.9,143.36,25.96,563.19,21.15,21602.91,103.31,4407.37,31.19,975.94
Total June 2022,194.41530999999995,12356053.532473754,4022.3285000000005,2716012.883739057,40.44,1085.7,58629.08,1014412.6200000001,4557.01,443776.04000000004,2712.23,123919.36000000002,1048.14,99060.06999999999,2779.42,4302.680000000001,821.1999999999998,15153.960000000001,593.72,599195.9200000002,3344.8299999999995,137612.90000000002,1167.1599999999999,31318.269999999997
