Data for the day,PAYMENT TRANSACTIONS,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,CASH WITHDRAWAL,Unnamed: 22,Unnamed: 23,Unnamed: 24
,RBI Operated,,,,NPCI Operated,,,,,,,,,,,,,,,,NPCI Operated,,,
,RTGS,,NEFT,,AePS,,UPI,,IMPS,,NACH Credit,,NACH Debit,,NETC,,BBPS,,CTS,,NFS (through ATMs),,AePS (through micro-ATMs / BCs),
,,,,,,,,,,,,,,,,,,,,,,,,
,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val,Vol,Val
2022-03-22 00:00:00,8.90804,552859.126089997,131.81126,114756.185343777,0.77,24.96,1673.03,29566.9,149.37,14339.26,52.94,3166.56,15.99,2372.24,83.56,125.62,25.87,432.74,29.12,30063.19,100.87,4098.66,32.02,884.71
2022-03-23 00:00:00,9.22966,584036.70809275,144.12997,118399.405191118,0.8200000000000001,25.3,1698.64,29859.79,153.78,14710.78,81.16,6344.55,22.08,1755.12,86.32,131.92,24.51,404.06,28.15,28614.37,102.38,4140.54,31.49,860.71
2022-03-24 00:00:00,9.39754,682372.042138357,133.86344,151614.945917821,0.78,22.8,1695.82,29588.27,151.91,14673.37,119.16,6352.41,7.29,1646.17,86.67,135.66,24.36,396.29,27.24,30785.46,99.8,4045.23,29.16,802.08
2022-03-25 00:00:00,10.76872,688819.77080903,143.89457,163415.643432241,0.77,24.41,1709.3,29741.97,152.02,14748.39,60.379999999999995,6750.68,27.83,3086.23,89.6,138,22.74,381.41,29.54,32540.77,103.42,4217.6,28.63,791.18
2022-03-26 00:00:00,2.07224,22780.061864413,56.84207,23271.489877839,0.84,27.06,1760.5,27909.08,161.67,12952.75,72.26,1752,2.79,331.1,96.84,144.07,22.74,319.97,h,h,105.5,4305.43,28.99,810.95
2022-03-27 00:00:00,0.62966,5262.374863955,31.78136,7945.259780761,0.8,22.669999999999998,1708.97,21937.12,147.22,8583,1.94,254.45,4.69,604.38,98.01,143.78,19.61,200.17,h,h,96.46,3479.11,23.75,602.01
2022-03-28 00:00:00,9.96629,885813.211397381,204.34288,216612.7757868,0.96,30.46,1713.71,30755.25,166.02,16003.54,87.73,7272.7300000000005,57.66,3063.24,85.98,128.43,23.29,388.08,30.24,30549.73,96.25,3961.04,30.81,870.18
2022-03-29 00:00:00,8.82403,734781.8152299711,138.42975,160630.295614078,0.97,32.010000000000005,1716.2,29737.75,172.75,15638.14,80.64,5963.67,6.38,1646.63,83.47,129.52,21.36,344.06,27.22,29895.27,94.49,3870.77,29.91,849.73
2022-03-30 00:00:00,14.06731,1000991.4469346929,214.9766,284601.426460683,0.98,30.11,1771.98,33222.54,175.06,18028.03,275.9,15296.69,7.54,1496.95,85.25,132.74,21.97,377.37,39.22,41117.62,105.93,4455.2,30.88,883
2022-03-31 00:00:00,14.25432,1451701.416251693,291.33725,372508.635643772,1.02,31.48,1875.91,39189.99,189.78,22821.47,217.49,16039.01,7.84,3166.05,85.25,135.55,23.33,432.92,27.92,31437.84,114.64,4980.08,33.6,959.87
Total March 2022,230.03813,14458955.041391583,4314.200699999999,3492578.209465762,20.029999999999998,675.0600000000001,54056.51,960581.6700000002,4920.010000000001,462278.81000000006,3226.54,146992.73,979.27,97801.22000000003,2704.09,4095.2700000000004,713.2500000000002,11467.44,702.9300000000001,694335.27,3418.4999999999995,142709.02,1032.6799999999996,28479.1
